Avengers_Endgame_2019

avengers	endgame	can	you	you	how	about	can	you	see	all	three	nice	you	guys	want	mayo	or	or	who	
let	me	did	we	get	them	you	telling	me	actually	do	we	know	if	she	had	i	just	asked	him	
a	acting	like	why	are	we	acting	like	we	have	the	as	long	as	we	have	the	we	can	bring	
her	that	so	stop	this	the	get	it	we	get	her	it	be	it	no	but	a	very	earthly	talking	
about	space	and	seems	very	you	i	know	that	way	outside	my	paygrade	but	she	still	is	now	my	it	
be	or	at	least	what	great	floating	guy	had	to	maybe	you	wanna	go	talk	to	go	grab	your	and	
you	go	fly	and	you	talk	to	it	was	supposed	to	be	she	sacrificed	her	life	for	that	goddamned	she	
bet	her	life	on	not	coming	we	have	to	make	it	worth	we	have	we	all	the	question	gonna	snap	
their	freaking	do	just	we	decided	gonna	put	that	on	were	you	just	sitting	around	waiting	for	the	right	we	
should	at	least	discuss	us	sitting	here	staring	at	that	thing	is	not	gonna	bring	everybody	the	strongest	so	this	
responsibility	falls	upon	my	not	stop	just	let	just	let	me	do	just	let	me	do	something	something	not	just	
the	fact	that	that	glove	is	channeling	enough	energy	to	light	up	a	telling	you	in	no	what	do	you	
think	is	coursing	through	my	veins	right	cheez	lightning	help	gotta	be	you	saw	what	those	stones	did	to	it	
almost	none	of	you	could	how	do	we	know	you	i	but	the	mostly	i	was	meant	for	good	to	
do	you	remember	everyone	thanos	snapped	away	five	years	ago	and	just	bringing	them	back	to	change	anything	from	the	
last	five	got	do	me	a	favor	and	activate	protocol	everybody	comes	take	it	take	it	are	you	talk	to	
move	did	it	worth	a	i	think	it	i	i	i	get	outta	hurry	hurry	come	does	anybody	in	the	
lower	does	anybody	can	you	hear	this	is	the	well	thank	they	suspected	the	arrogant	never	find	the	bring	them	
to	what	will	you	tell	me	in	the	what	happens	to	you	and	i	tried	to	several	but	we	become	
we	become	come	we	can	stop	come	wake	my	you	lose	this	keeping	what	we	messed	with	it	tends	to	
mess	he	been	absolutely	where	are	the	lost	somewhere	under	all	all	i	know	is	he	have	so	we	keep	
it	that	you	know	a	i	much	just	as	long	as	all	in	him	properly	this	you	could	not	live	
with	your	own	where	did	that	bring	back	to	i	thought	by	eliminating	half	of	the	other	half	would	but	
shown	and	as	long	as	there	are	those	that	remember	what	there	will	always	be	those	that	are	unable	to	
accept	what	can	they	will	all	kinds	of	because	i	know	what	i	must	i	will	shred	this	universe	down	
to	its	last	and	with	the	stones	collected	for	create	a	new	teeming	with	but	knows	not	what	it	has	
lost	but	only	what	it	has	been	a	grateful	born	out	of	never	know	because	you	be	alive	to	tell	
see	you	on	the	other	hang	i	know	i	have	the	betraying	you	have	to	do	i	seen	what	we	
listen	to	you	can	he	let	hit	wake	i	knew	in	all	my	years	of	it	was	never	but	tell	
you	what	about	to	do	to	your	annoying	little	gonna	enjoy	very	you	hear	can	you	hear	on	your	is	
that	you	wanted	give	me	you	have	the	little	holy	you	will	not	believe	been	going	do	you	remember	when	
we	were	in	and	i	got	all	i	passed	i	woke	and	you	were	but	doctor	strange	was	he	was	
been	five	come	they	need	and	then	he	started	doing	the	yellow	sparkly	thing	that	he	does	all	the	what	
are	you	this	is	i	thought	i	lost	you	missed	the	first	then	you	got	them	both	the	second	this	
is	the	the	choices	were	or	a	what	do	you	want	me	to	do	with	this	damn	get	those	stones	
as	far	away	as	we	need	to	get	them	back	where	they	came	no	way	to	get	them	thanos	destroyed	
the	quantum	hold	that	our	only	time	anyone	see	an	ugly	brown	van	up	but	not	gonna	like	where	how	
long	you	need	to	get	that	thing	maybe	ten	get	it	get	the	stones	to	on	you	said	one	out	
of	we	tell	me	this	is	if	i	tell	you	what	it	you	better	be	a	mess	back	i	have	
to	hotwire	not	give	it	to	you	took	everything	from	i	even	know	who	you	you	i	got	activate	instant	
rain	but	our	just	do	is	anyone	else	seeing	i	got	i	got	i	got	heads	hang	i	got	nice	
to	my	what	the	hell	is	what	are	they	firing	something	just	entered	the	upper	we	need	an	assist	peter	
peter	got	something	for	i	know	how	gonna	get	through	all	got	i	and	iron	can	you	hear	we	we	
we	won	and	you	did	you	did	life	functions	look	at	gonna	be	you	can	rest	everybody	wants	a	happy	
but	it	always	roll	that	maybe	this	hoping	if	you	play	this	in	i	hope	families	are	i	hope	we	
get	it	and	something	like	a	normal	version	of	the	planet	has	been	if	there	ever	was	such	a	what	
a	if	you	told	me	ten	years	ago	that	we	let	you	to	this	i	i	have	been	but	come	
you	that	epic	forces	of	darkness	and	light	that	have	come	into	for	better	or	the	reality	gonna	have	to	
find	a	way	to	grow	up	so	i	found	the	time	and	i	recorded	a	little	in	the	case	of	
an	untimely	on	my	not	death	in	any	time	this	time	travel	thing	that	gonna	try	and	pull	off	got	
me	scratching	my	head	about	but	then	the	hero	part	of	the	journey	is	the	gonna	work	out	exactly	the	
way	supposed	i	love	you	you	i	wish	there	was	a	that	i	could	let	her	that	we	we	did	
she	they	both	how	you	you	you	what	do	you	you	know	your	dad	liked	gonna	get	you	all	the	
cheeseburgers	you	when	can	we	expect	you	about	your	people	need	a	they	already	have	being	time	for	me	to	
be	who	i	am	rather	than	who	supposed	to	but	a	who	you	you	know	make	a	lot	of	changes	
around	counting	on	your	what	will	you	not	for	the	first	time	in	a	thousand	i	have	no	i	do	
have	a	move	it	or	lose	here	we	good	to	see	the	of	the	galaxy	back	together	where	to	just	
so	you	this	is	my	ship	in	i	i	of	you	of	you	say	of	but	then	you	touch	the	
it	makes	you	think	that	maybe	you	realize	i	was	in	your	own	insecurities	in	merely	trying	to	be	of	
an	what	i	you	should	fight	one	another	for	the	honor	of	sounds	not	i	got	some	blasters	unless	you	
guys	wanna	use	use	i	am	not	there	shall	be	no	knifing	one	everybody	knows	in	of	of	of	you	
have	to	return	the	stones	at	the	exact	moment	you	got	or	gonna	open	up	a	bunch	of	nasty	alternative	
clip	all	the	you	i	when	i	had	the	the	i	really	tried	to	bring	her	i	miss	you	if	
you	i	can	come	with	a	good	this	on	do	anything	stupid	i	get	how	can	taking	all	the	stupid	
with	gonna	miss	gonna	be	how	long	is	this	gonna	for	as	long	as	he	for	five	meet	you	back	
you	going	and	returning	where	is	i	he	blew	right	by	his	time	he	should	be	get	him	get	him	
the	hell	i	go	so	did	something	go	or	did	something	go	after	i	put	the	stones	i	maybe	try	
some	of	that	life	tony	telling	me	to	how	did	that	work	out	for	it	was	happy	for	thank	only	
thing	bumming	me	out	is	the	fact	i	have	to	live	in	a	world	without	captain	that	reminds	try	it	
it	like	someone	it	thank	do	my	why	you	wanna	tell	me	about	
Word count: 7273 words
